knr,Kjonn,Alder,ContentsCode,aar,knavn,Alle Næringer,"Jordbruk, Skogbrug og Fiske",Bergverksdrift og Utvinning,Industri,"Elektrisitet, Vann og Renovasjon",Bygge- og Anleggsvirksomhet,"Varehandel, Reperasjon av Motorvogner",Transport og Lagring,Overnattings- og Servicevirksomhet,Informasjon og Kommunikasjon,Finansiering og Forsikring,"Teknisk Tjenesteyting, Eiendomsdrift",Forretningsmessig Tjenesteyting,"Off.Adm, Forsvar, Sosialforsikring",Undervisning,Helse- og Sosialtjenester,Personlig Tjenesteyting,Uoppgitt
1149,Begge Kjønn,15-74,SysselsatteArb,2009,Karmøy,14666,462,134,2806,101,1442,1968,1388,255,146,110,415,445,367,1244,2885,404,94
1149,Begge Kjønn,15-74,SysselsatteArb,2010,Karmøy,14591,447,161,2571,102,1532,2080,1424,257,157,114,416,472,379,1199,2807,372,101
1149,Begge Kjønn,15-74,SysselsatteArb,2011,Karmøy,14781,378,172,2475,105,1682,2149,1346,281,133,99,432,563,390,1154,2950,384,88
1149,Begge Kjønn,15-74,SysselsatteArb,2012,Karmøy,14989,369,187,2408,107,1775,2144,1365,285,160,100,414,671,448,1162,2929,370,95
1149,Begge Kjønn,15-74,SysselsatteArb,2013,Karmøy,15239,357,209,2367,128,1876,2030,1470,336,158,97,444,628,466,1197,3002,371,103
1149,Begge Kjønn,15-74,SysselsatteArb,2014,Karmøy,15457,337,246,2353,112,1907,2005,1495,343,135,81,495,616,474,1244,3162,356,96
1149,Begge Kjønn,15-74,SysselsatteArb,2015,Karmøy,15066,340,194,2302,105,1811,1983,1441,259,141,75,473,586,427,1197,3151,416,165
1149,Begge Kjønn,15-74,SysselsatteArb,2016,Karmøy,15287,367,196,2313,110,1808,2001,1362,265,155,77,448,727,476,1213,3167,437,165
1149,Begge Kjønn,15-74,SysselsatteArb,2017,Karmøy,15728,347,263,2426,109,1907,1991,1407,265,163,72,461,810,469,1257,3197,426,158
1149,Begge Kjønn,15-74,SysselsatteArb,2018,Karmøy,15866,358,300,2419,114,1807,1951,1431,315,180,67,462,892,437,1294,3297,403,139
1149,Begge Kjønn,15-74,SysselsatteArb,2019,Karmøy,15978,329,307,2476,123,1891,1939,1430,280,186,64,480,861,476,1318,3280,409,129
1149,Begge Kjønn,15-74,SysselsatteArb,2020,Karmøy,16059,338,291,2470,133,1920,2020,1443,269,194,75,487,883,481,1333,3208,407,107
1151,Begge Kjønn,15-74,SysselsatteArb,2008,Utsira,111,9,0,0,0,9,3,26,9,0,0,0,11,10,10,21,3,0
1151,Begge Kjønn,15-74,SysselsatteArb,2009,Utsira,105,6,0,3,0,11,3,22,3,0,0,3,12,6,9,24,3,0
1151,Begge Kjønn,15-74,SysselsatteArb,2010,Utsira,105,9,0,0,0,10,6,22,6,0,0,3,3,13,9,24,0,0
1151,Begge Kjønn,15-74,SysselsatteArb,2011,Utsira,114,9,0,0,0,9,6,24,3,0,0,0,17,7,12,24,3,0
1151,Begge Kjønn,15-74,SysselsatteArb,2012,Utsira,108,6,0,3,0,7,6,20,3,0,0,3,14,9,11,23,3,0
1151,Begge Kjønn,15-74,SysselsatteArb,2013,Utsira,103,3,0,0,0,13,3,19,7,0,0,3,13,6,12,21,3,0
1151,Begge Kjønn,15-74,SysselsatteArb,2014,Utsira,105,6,0,0,0,10,3,21,6,0,0,0,9,9,13,22,6,0
1151,Begge Kjønn,15-74,SysselsatteArb,2015,Utsira,96,6,0,0,0,12,3,18,3,0,0,0,6,9,10,23,3,3
1151,Begge Kjønn,15-74,SysselsatteArb,2016,Utsira,94,6,0,0,0,9,6,19,0,0,0,3,3,6,9,27,3,3
1151,Begge Kjønn,15-74,SysselsatteArb,2017,Utsira,99,6,0,0,0,6,6,20,3,0,0,0,6,6,13,24,6,3
1151,Begge Kjønn,15-74,SysselsatteArb,2018,Utsira,90,6,0,0,0,9,3,17,3,0,0,0,6,6,17,20,3,0
1151,Begge Kjønn,15-74,SysselsatteArb,2019,Utsira,88,6,0,0,0,3,9,20,0,0,0,0,6,6,12,20,3,3
1151,Begge Kjønn,15-74,SysselsatteArb,2020,Utsira,96,6,0,0,0,6,NA,25,0,0,0,NA,3,6,NA,NA,3,NA
1160,Begge Kjønn,15-74,SysselsatteArb,2008,Vindafjord,4422,678,6,785,94,444,494,213,84,168,20,117,180,158,349,563,49,20
1160,Begge Kjønn,15-74,SysselsatteArb,2009,Vindafjord,4450,658,6,852,88,473,447,194,120,161,25,125,175,151,330,577,51,17
1160,Begge Kjønn,15-74,SysselsatteArb,2010,Vindafjord,4544,649,3,901,80,482,437,207,115,171,19,122,187,166,349,575,49,32
1160,Begge Kjønn,15-74,SysselsatteArb,2011,Vindafjord,4748,684,3,942,76,484,467,201,141,209,15,107,225,177,353,599,46,19
1160,Begge Kjønn,15-74,SysselsatteArb,2012,Vindafjord,4785,623,3,974,74,448,510,195,106,199,16,119,282,181,356,636,46,17
1160,Begge Kjønn,15-74,SysselsatteArb,2013,Vindafjord,4870,571,0,1009,129,465,506,225,71,191,16,126,274,186,369,662,50,20
1160,Begge Kjønn,15-74,SysselsatteArb,2014,Vindafjord,5037,571,7,1050,86,501,497,231,69,144,16,210,324,196,370,693,56,16
1160,Begge Kjønn,15-74,SysselsatteArb,2015,Vindafjord,4971,627,3,1098,43,511,462,315,19,182,17,172,162,184,377,694,61,44
1160,Begge Kjønn,15-74,SysselsatteArb,2016,Vindafjord,4915,633,3,1035,65,504,450,309,23,208,12,136,170,187,372,706,59,43
1160,Begge Kjønn,15-74,SysselsatteArb,2017,Vindafjord,4915,625,3,985,92,544,483,304,21,127,17,182,168,184,378,704,58,40
1160,Begge Kjønn,15-74,SysselsatteArb,2018,Vindafjord,4814,608,3,828,76,569,515,288,19,135,15,187,160,188,386,740,59,38
1160,Begge Kjønn,15-74,SysselsatteArb,2019,Vindafjord,4818,567,3,887,101,555,490,269,23,145,16,209,157,194,370,742,55,35
1160,Begge Kjønn,15-74,SysselsatteArb,2020,Vindafjord,4898,578,NA,887,101,638,475,259,41,149,NA,216,163,177,385,730,50,31
4611,Begge Kjønn,15-74,SysselsatteArb,2020,Etne,1613,172,13,177,21,242,186,48,51,22,NA,39,68,52,111,346,34,NA
4612,Begge Kjønn,15-74,SysselsatteArb,2020,Sveio,1494,180,0,48,3,231,142,94,9,5,0,26,34,48,171,423,62,18
4613,Begge Kjønn,15-74,SysselsatteArb,2020,Bømlo,4890,340,0,1101,49,532,420,339,75,30,16,106,186,145,460,950,123,18
4614,Begge Kjønn,15-74,SysselsatteArb,2020,Stord,9301,38,0,2330,172,639,1009,345,350,104,39,501,217,355,786,2168,217,31
4615,Begge Kjønn,15-74,SysselsatteArb,2020,Fitjar,1085,122,NA,141,15,149,85,39,15,NA,0,45,19,40,115,267,15,15
4616,Begge Kjønn,15-74,SysselsatteArb,2020,Tysnes,1188,231,0,49,17,119,167,68,12,NA,NA,31,31,60,79,264,30,6
4617,Begge Kjønn,15-74,SysselsatteArb,2020,Kvinnherad,5808,416,NA,1012,106,556,541,221,113,63,16,161,156,201,477,1577,134,NA
4618,Begge Kjønn,15-74,SysselsatteArb,2020,Ullensvang,5291,219,6,984,126,569,492,301,194,38,NA,259,105,189,385,1262,121,NA
4611,Begge Kjønn,15-74,SysselsatteArb,2008,Etne,1648,221,11,139,44,204,219,49,61,19,23,39,152,49,110,264,27,17
4611,Begge Kjønn,15-74,SysselsatteArb,2009,Etne,1673,206,10,142,46,211,217,47,54,23,25,37,149,49,110,303,28,16
4611,Begge Kjønn,15-74,SysselsatteArb,2010,Etne,1621,215,11,135,46,214,225,42,67,20,26,36,87,42,121,283,32,19
4611,Begge Kjønn,15-74,SysselsatteArb,2011,Etne,1775,234,10,139,45,224,226,39,65,26,30,38,169,45,117,318,31,19
4611,Begge Kjønn,15-74,SysselsatteArb,2012,Etne,1665,179,11,148,42,233,229,42,44,29,26,42,122,51,122,303,29,13
4611,Begge Kjønn,15-74,SysselsatteArb,2013,Etne,1651,157,14,152,44,231,191,33,65,26,22,52,100,57,124,334,35,14
4611,Begge Kjønn,15-74,SysselsatteArb,2014,Etne,1702,156,16,160,45,245,191,42,76,24,24,45,108,57,130,335,31,17
4611,Begge Kjønn,15-74,SysselsatteArb,2015,Etne,1686,152,13,169,47,252,178,54,59,24,20,40,102,62,119,338,40,17
4611,Begge Kjønn,15-74,SysselsatteArb,2016,Etne,1671,154,12,173,43,248,192,50,62,26,17,45,87,64,122,318,37,21
4611,Begge Kjønn,15-74,SysselsatteArb,2017,Etne,1656,168,13,189,27,275,191,44,61,27,20,42,65,55,106,319,34,20
4611,Begge Kjønn,15-74,SysselsatteArb,2018,Etne,1618,171,14,173,25,275,175,46,58,25,18,45,64,49,108,322,32,18
4611,Begge Kjønn,15-74,SysselsatteArb,2019,Etne,1656,176,13,192,23,250,199,48,46,21,21,48,78,57,104,333,30,17
4612,Begge Kjønn,15-74,SysselsatteArb,2008,Sveio,1362,188,0,48,3,228,107,69,6,24,3,12,15,67,172,355,50,15
4612,Begge Kjønn,15-74,SysselsatteArb,2009,Sveio,1387,193,3,50,6,205,100,81,18,16,3,26,16,68,164,383,46,9
4612,Begge Kjønn,15-74,SysselsatteArb,2010,Sveio,1357,170,0,52,3,214,97,81,12,23,3,15,20,66,155,383,45,18
4612,Begge Kjønn,15-74,SysselsatteArb,2011,Sveio,1358,178,0,54,3,195,109,68,16,20,4,15,25,61,161,377,53,19
4612,Begge Kjønn,15-74,SysselsatteArb,2012,Sveio,1386,200,3,41,3,164,134,61,15,17,0,9,32,67,158,411,54,17
4612,Begge Kjønn,15-74,SysselsatteArb,2013,Sveio,1448,194,3,41,3,223,137,63,13,12,3,9,24,63,159,434,52,15
4612,Begge Kjønn,15-74,SysselsatteArb,2014,Sveio,1439,159,0,42,3,227,140,86,11,9,3,12,27,53,170,431,49,17
4612,Begge Kjønn,15-74,SysselsatteArb,2015,Sveio,1519,224,0,39,6,237,140,84,9,6,0,12,30,55,173,422,57,25
4612,Begge Kjønn,15-74,SysselsatteArb,2016,Sveio,1516,199,0,30,6,229,158,81,20,6,0,14,19,62,173,437,54,28
4612,Begge Kjønn,15-74,SysselsatteArb,2017,Sveio,1495,209,0,45,6,220,145,83,17,3,0,12,17,62,185,414,55,22
4612,Begge Kjønn,15-74,SysselsatteArb,2018,Sveio,1516,192,0,44,6,235,141,90,9,6,0,23,33,48,190,421,58,20
4612,Begge Kjønn,15-74,SysselsatteArb,2019,Sveio,1523,198,0,48,3,231,142,94,15,9,0,22,35,52,178,414,55,27
4613,Begge Kjønn,15-74,SysselsatteArb,2008,Bømlo,4845,324,8,1303,43,397,463,554,74,14,25,94,89,104,402,789,129,33
4613,Begge Kjønn,15-74,SysselsatteArb,2009,Bømlo,4831,324,7,1274,44,413,447,536,54,14,29,97,76,111,397,863,120,25
4613,Begge Kjønn,15-74,SysselsatteArb,2010,Bømlo,4819,315,8,1201,45,393,446,500,49,24,35,106,100,110,438,912,111,26
4613,Begge Kjønn,15-74,SysselsatteArb,2011,Bømlo,4865,298,0,1138,45,430,461,384,63,18,25,111,225,124,452,957,107,27
4613,Begge Kjønn,15-74,SysselsatteArb,2012,Bømlo,4885,292,0,1165,46,426,468,412,52,26,18,111,207,127,462,946,103,24
4613,Begge Kjønn,15-74,SysselsatteArb,2013,Bømlo,4872,294,0,1141,47,460,449,409,52,16,22,120,209,127,454,947,104,21
4613,Begge Kjønn,15-74,SysselsatteArb,2014,Bømlo,4890,309,0,1121,56,439,473,376,56,20,20,124,178,136,461,978,127,16
4613,Begge Kjønn,15-74,SysselsatteArb,2015,Bømlo,4695,302,0,1103,53,425,430,341,58,23,17,99,143,120,475,943,118,45
4613,Begge Kjønn,15-74,SysselsatteArb,2016,Bømlo,4662,318,0,1032,55,436,440,345,68,19,12,103,140,124,474,936,131,29
4613,Begge Kjønn,15-74,SysselsatteArb,2017,Bømlo,4790,342,0,1045,55,454,436,363,66,17,13,98,148,145,471,967,133,37
4613,Begge Kjønn,15-74,SysselsatteArb,2018,Bømlo,4885,337,0,1061,55,551,450,351,58,33,16,95,149,133,466,974,128,28
4613,Begge Kjønn,15-74,SysselsatteArb,2019,Bømlo,4887,321,0,1121,55,526,398,354,74,30,16,115,154,144,461,960,133,25
4614,Begge Kjønn,15-74,SysselsatteArb,2008,Stord,9629,64,0,2684,155,572,1180,366,374,134,71,412,290,497,798,1791,216,25
4614,Begge Kjønn,15-74,SysselsatteArb,2009,Stord,9523,63,3,2533,162,591,1186,317,353,155,71,495,235,410,804,1918,202,25
4614,Begge Kjønn,15-74,SysselsatteArb,2010,Stord,9161,58,6,2306,166,496,1181,314,314,158,67,448,175,427,798,2006,207,34
4614,Begge Kjønn,15-74,SysselsatteArb,2011,Stord,9228,54,12,2329,174,575,1132,315,289,159,55,467,158,410,806,2063,204,26
4614,Begge Kjønn,15-74,SysselsatteArb,2012,Stord,9354,57,0,2401,176,580,1105,324,289,148,60,521,211,419,763,2077,197,26
4614,Begge Kjønn,15-74,SysselsatteArb,2013,Stord,9685,55,0,2628,167,573,1146,322,366,146,63,545,207,397,798,2038,202,32
4614,Begge Kjønn,15-74,SysselsatteArb,2014,Stord,9938,55,0,2794,169,628,1178,333,423,138,58,516,217,401,807,1986,197,38
4614,Begge Kjønn,15-74,SysselsatteArb,2015,Stord,9656,49,0,2672,151,663,1090,312,323,120,63,479,198,392,787,2047,225,85
4614,Begge Kjønn,15-74,SysselsatteArb,2016,Stord,9188,50,0,2269,115,630,1080,292,294,109,47,498,155,389,820,2162,208,70
4614,Begge Kjønn,15-74,SysselsatteArb,2017,Stord,9409,52,0,2251,114,684,1069,348,347,114,45,523,207,398,797,2163,238,59
4614,Begge Kjønn,15-74,SysselsatteArb,2018,Stord,9462,46,0,2295,122,644,1074,349,339,106,42,554,212,416,787,2201,229,46
4614,Begge Kjønn,15-74,SysselsatteArb,2019,Stord,9456,42,0,2355,130,642,1073,352,390,103,40,496,233,368,774,2183,224,51
4615,Begge Kjønn,15-74,SysselsatteArb,2008,Fitjar,1147,69,3,142,31,184,108,46,18,3,3,127,21,47,124,193,18,10
4615,Begge Kjønn,15-74,SysselsatteArb,2009,Fitjar,1155,78,0,152,38,178,98,38,26,0,6,114,18,45,122,216,19,7
4615,Begge Kjønn,15-74,SysselsatteArb,2010,Fitjar,1189,78,3,158,39,181,97,44,27,0,3,111,23,39,140,219,18,9
4615,Begge Kjønn,15-74,SysselsatteArb,2011,Fitjar,1234,83,3,163,42,180,103,42,27,0,3,119,25,46,132,228,24,14
4615,Begge Kjønn,15-74,SysselsatteArb,2012,Fitjar,1237,79,3,168,47,175,97,46,24,0,3,113,29,45,133,236,27,12
4615,Begge Kjønn,15-74,SysselsatteArb,2013,Fitjar,1259,79,0,179,38,170,97,47,25,0,3,124,25,50,140,248,28,6
4615,Begge Kjønn,15-74,SysselsatteArb,2014,Fitjar,1256,78,3,158,35,176,91,52,24,0,0,132,34,50,136,258,20,9
4615,Begge Kjønn,15-74,SysselsatteArb,2015,Fitjar,1202,97,3,144,35,175,89,54,16,0,3,104,15,43,138,246,25,15
4615,Begge Kjønn,15-74,SysselsatteArb,2016,Fitjar,1240,106,3,143,36,201,101,45,24,0,0,77,22,44,143,254,22,19
4615,Begge Kjønn,15-74,SysselsatteArb,2017,Fitjar,1204,116,0,162,37,192,83,47,23,0,0,38,22,38,129,287,18,12
4615,Begge Kjønn,15-74,SysselsatteArb,2018,Fitjar,1165,118,0,195,33,160,81,40,25,0,0,34,20,40,129,262,16,12
4615,Begge Kjønn,15-74,SysselsatteArb,2019,Fitjar,1104,114,3,139,27,159,80,53,18,0,0,40,16,32,123,273,15,12
4616,Begge Kjønn,15-74,SysselsatteArb,2008,Tysnes,990,141,0,88,16,79,106,87,12,9,19,15,10,51,84,250,14,9
4616,Begge Kjønn,15-74,SysselsatteArb,2009,Tysnes,989,135,0,99,17,83,105,80,6,12,15,20,10,61,86,241,13,6
4616,Begge Kjønn,15-74,SysselsatteArb,2010,Tysnes,1063,141,0,134,18,87,110,80,13,19,14,23,17,52,89,246,11,9
4616,Begge Kjønn,15-74,SysselsatteArb,2011,Tysnes,1078,146,0,145,23,97,92,90,9,14,13,18,17,53,81,261,13,6
4616,Begge Kjønn,15-74,SysselsatteArb,2012,Tysnes,1067,133,0,146,22,92,95,78,6,14,13,22,26,58,81,257,15,9
4616,Begge Kjønn,15-74,SysselsatteArb,2013,Tysnes,1093,147,0,141,26,102,91,78,6,12,13,27,31,58,72,261,22,6
4616,Begge Kjønn,15-74,SysselsatteArb,2014,Tysnes,1099,151,0,146,25,103,103,77,9,15,16,25,32,55,71,243,19,9
4616,Begge Kjønn,15-74,SysselsatteArb,2015,Tysnes,1124,166,0,136,22,112,90,73,12,12,17,27,41,56,74,247,21,18
4616,Begge Kjønn,15-74,SysselsatteArb,2016,Tysnes,1162,183,0,146,25,100,96,71,15,15,14,33,47,52,80,253,23,9
4616,Begge Kjønn,15-74,SysselsatteArb,2017,Tysnes,1139,186,0,129,22,114,88,62,13,15,11,31,45,50,85,249,27,12
4616,Begge Kjønn,15-74,SysselsatteArb,2018,Tysnes,1149,224,0,127,18,118,100,70,12,12,14,30,18,46,78,248,22,12
4616,Begge Kjønn,15-74,SysselsatteArb,2019,Tysnes,1155,223,0,121,21,112,93,70,12,16,10,33,28,45,74,263,28,6
4617,Begge Kjønn,15-74,SysselsatteArb,2008,Kvinnherad,6084,470,3,1316,99,444,655,314,114,40,80,139,113,213,469,1423,161,31
4617,Begge Kjønn,15-74,SysselsatteArb,2009,Kvinnherad,6021,474,6,1231,103,449,657,280,115,40,68,137,157,235,481,1413,147,28
4617,Begge Kjønn,15-74,SysselsatteArb,2010,Kvinnherad,5954,477,6,1061,104,460,725,270,125,43,67,136,151,235,488,1419,155,32
4617,Begge Kjønn,15-74,SysselsatteArb,2011,Kvinnherad,6029,506,6,1043,106,464,739,257,117,41,50,150,150,253,486,1462,171,28
4617,Begge Kjønn,15-74,SysselsatteArb,2012,Kvinnherad,5746,442,6,1124,107,416,652,199,97,57,41,160,107,239,464,1460,153,22
4617,Begge Kjønn,15-74,SysselsatteArb,2013,Kvinnherad,5737,450,6,1029,107,419,718,200,113,56,29,176,121,246,484,1403,145,35
4617,Begge Kjønn,15-74,SysselsatteArb,2014,Kvinnherad,5792,453,9,967,111,463,731,270,119,50,28,163,109,263,481,1405,147,23
4617,Begge Kjønn,15-74,SysselsatteArb,2015,Kvinnherad,5555,366,7,829,114,440,701,236,109,58,24,168,89,242,479,1489,139,65
4617,Begge Kjønn,15-74,SysselsatteArb,2016,Kvinnherad,5493,383,13,765,111,453,682,185,115,60,18,155,110,239,467,1537,134,66
4617,Begge Kjønn,15-74,SysselsatteArb,2017,Kvinnherad,5472,404,9,762,115,454,676,235,117,64,22,174,94,249,469,1442,135,51
4617,Begge Kjønn,15-74,SysselsatteArb,2018,Kvinnherad,5622,405,9,946,108,494,567,253,113,68,20,176,154,176,460,1475,145,53
4617,Begge Kjønn,15-74,SysselsatteArb,2019,Kvinnherad,5749,393,9,974,79,560,560,236,123,67,13,187,155,195,483,1525,142,48
1228,Begge Kjønn,15-74,SysselsatteArb,2008,Odda,3740,41,0,912,131,336,419,181,103,53,15,146,46,96,240,890,119,12
1228,Begge Kjønn,15-74,SysselsatteArb,2009,Odda,3702,42,0,885,118,295,390,205,85,49,18,167,51,101,249,920,111,16
1228,Begge Kjønn,15-74,SysselsatteArb,2010,Odda,3644,39,0,852,123,305,397,201,86,43,18,167,53,101,243,900,98,18
