knr,Kjonn,Alder,ContentsCode,aar,knavn,Alle Næringer,"Jordbruk, Skogbrug og Fiske",Bergverksdrift og Utvinning,Industri,"Elektrisitet, Vann og Renovasjon",Bygge- og Anleggsvirksomhet,"Varehandel, Reperasjon av Motorvogner",Transport og Lagring,Overnattings- og Servicevirksomhet,Informasjon og Kommunikasjon,Finansiering og Forsikring,"Teknisk Tjenesteyting, Eiendomsdrift",Forretningsmessig Tjenesteyting,"Off.Adm, Forsvar, Sosialforsikring",Undervisning,Helse- og Sosialtjenester,Personlig Tjenesteyting,Uoppgitt
1149,Begge Kjønn,15-74,Sysselsatte,2008,Karmøy,20182,518,1113,3694,202,1599,2830,1474,603,271,174,657,781,612,1336,3660,557,101
1149,Begge Kjønn,15-74,Sysselsatte,2009,Karmøy,19767,514,1139,3221,202,1588,2750,1493,580,267,167,691,725,615,1379,3786,555,95
1149,Begge Kjønn,15-74,Sysselsatte,2010,Karmøy,19754,499,1252,2882,214,1630,2818,1504,613,276,168,753,743,622,1390,3763,532,95
1149,Begge Kjønn,15-74,Sysselsatte,2011,Karmøy,20028,441,1310,2826,228,1768,2856,1439,586,289,160,771,837,635,1369,3890,532,91
1149,Begge Kjønn,15-74,Sysselsatte,2012,Karmøy,20304,428,1402,2835,221,1785,2809,1482,597,312,154,769,946,674,1379,3893,523,95
1149,Begge Kjønn,15-74,Sysselsatte,2013,Karmøy,20572,399,1484,2811,233,1892,2808,1443,668,298,147,808,900,677,1408,3952,536,108
1149,Begge Kjønn,15-74,Sysselsatte,2014,Karmøy,20714,391,1522,2812,225,1918,2784,1447,675,292,142,812,857,717,1465,4028,528,99
1149,Begge Kjønn,15-74,Sysselsatte,2015,Karmøy,19862,385,1370,2652,217,1828,2615,1405,547,276,136,822,714,666,1437,4051,571,170
1149,Begge Kjønn,15-74,Sysselsatte,2016,Karmøy,19754,406,1219,2619,219,1818,2606,1330,525,273,133,824,751,730,1449,4087,595,170
1149,Begge Kjønn,15-74,Sysselsatte,2017,Karmøy,20047,392,1235,2683,212,1885,2621,1352,518,284,124,823,839,708,1463,4152,600,156
1149,Begge Kjønn,15-74,Sysselsatte,2018,Karmøy,20074,396,1352,2689,205,1839,2510,1375,571,303,106,795,849,658,1497,4232,558,139
1149,Begge Kjønn,15-74,Sysselsatte,2019,Karmøy,20247,407,1448,2724,224,1835,2441,1365,549,327,107,818,843,687,1509,4263,570,130
1149,Begge Kjønn,15-74,Sysselsatte,2020,Karmøy,20063,384,1437,2725,230,1803,2460,1313,541,334,119,750,824,701,1512,4259,561,110
1151,Begge Kjønn,15-74,Sysselsatte,2008,Utsira,124,9,0,6,0,6,6,25,12,0,0,3,10,9,13,22,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2009,Utsira,115,6,0,6,0,9,3,27,3,0,0,3,12,7,13,23,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2010,Utsira,120,6,3,0,0,12,3,27,6,0,0,3,6,14,13,24,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2011,Utsira,126,9,6,0,0,9,6,27,3,0,0,3,12,8,15,25,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2012,Utsira,116,6,6,0,0,9,6,21,6,0,0,3,9,10,14,23,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2013,Utsira,119,6,6,0,0,10,3,23,9,0,0,3,10,9,14,20,6,0
1151,Begge Kjønn,15-74,Sysselsatte,2014,Utsira,116,6,3,0,0,14,3,19,6,0,0,3,6,9,19,25,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2015,Utsira,110,10,3,0,0,9,6,20,0,0,0,3,6,12,11,27,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2016,Utsira,106,10,3,0,0,9,6,19,3,0,0,0,3,6,16,25,3,3
1151,Begge Kjønn,15-74,Sysselsatte,2017,Utsira,107,9,3,0,0,6,6,18,3,0,0,0,6,6,11,30,6,3
1151,Begge Kjønn,15-74,Sysselsatte,2018,Utsira,101,9,6,0,0,6,6,19,0,0,0,0,6,6,15,25,3,0
1151,Begge Kjønn,15-74,Sysselsatte,2019,Utsira,107,9,6,0,3,6,6,20,3,0,0,0,6,6,15,18,6,3
1151,Begge Kjønn,15-74,Sysselsatte,2020,Utsira,102,9,6,0,0,6,12,24,0,0,0,0,3,3,11,25,3,0
1160,Begge Kjønn,15-74,Sysselsatte,2008,Vindafjord,4415,523,174,660,54,423,580,222,102,108,28,127,206,176,327,610,74,21
1160,Begge Kjønn,15-74,Sysselsatte,2009,Vindafjord,4390,516,177,664,60,431,540,207,127,103,23,124,197,176,311,638,78,18
1160,Begge Kjønn,15-74,Sysselsatte,2010,Vindafjord,4404,494,208,692,74,420,523,203,132,101,26,122,199,171,314,619,79,27
1160,Begge Kjønn,15-74,Sysselsatte,2011,Vindafjord,4559,507,204,724,72,435,545,192,141,119,24,120,250,187,310,637,73,19
1160,Begge Kjønn,15-74,Sysselsatte,2012,Vindafjord,4582,447,219,741,73,412,568,187,110,135,28,131,262,188,319,671,75,16
1160,Begge Kjønn,15-74,Sysselsatte,2013,Vindafjord,4627,448,207,765,84,435,542,184,87,134,26,143,268,197,327,685,78,17
1160,Begge Kjønn,15-74,Sysselsatte,2014,Vindafjord,4723,429,202,794,59,461,547,202,92,103,29,174,282,194,317,731,85,22
1160,Begge Kjønn,15-74,Sysselsatte,2015,Vindafjord,4622,458,193,862,62,457,520,228,50,91,21,144,190,175,313,718,95,45
1160,Begge Kjønn,15-74,Sysselsatte,2016,Vindafjord,4565,465,179,821,68,465,508,214,50,94,21,142,196,181,311,714,92,44
1160,Begge Kjønn,15-74,Sysselsatte,2017,Vindafjord,4605,476,185,787,73,508,516,202,55,76,21,156,195,175,312,733,95,40
1160,Begge Kjønn,15-74,Sysselsatte,2018,Vindafjord,4649,456,200,760,63,548,525,207,51,81,22,163,201,190,313,744,87,38
1160,Begge Kjønn,15-74,Sysselsatte,2019,Vindafjord,4641,421,213,779,65,527,516,206,53,103,22,187,192,194,319,730,79,35
1160,Begge Kjønn,15-74,Sysselsatte,2020,Vindafjord,4583,440,224,707,65,568,498,193,64,98,22,170,165,177,327,753,81,31
