knr,Kjonn,Alder,ContentsCode,aar,knavn,Alle Næringer,"Jordbruk, Skogbrug og Fiske",Bergverksdrift og Utvinning,Industri,"Elektrisitet, Vann og Renovasjon",Bygge- og Anleggsvirksomhet,"Varehandel, Reperasjon av Motorvogner",Transport og Lagring,Overnattings- og Servicevirksomhet,Informasjon og Kommunikasjon,Finansiering og Forsikring,"Teknisk Tjenesteyting, Eiendomsdrift",Forretningsmessig Tjenesteyting,"Off.Adm, Forsvar, Sosialforsikring",Undervisning,Helse- og Sosialtjenester,Personlig Tjenesteyting,Uoppgitt
4614,Begge Kjønn,15-74,SysselsatteArb,2008,Stord,9629,64,0,2684,155,572,1180,366,374,134,71,412,290,497,798,1791,216,25
4614,Begge Kjønn,15-74,SysselsatteArb,2009,Stord,9523,63,3,2533,162,591,1186,317,353,155,71,495,235,410,804,1918,202,25
4614,Begge Kjønn,15-74,SysselsatteArb,2010,Stord,9161,58,6,2306,166,496,1181,314,314,158,67,448,175,427,798,2006,207,34
4614,Begge Kjønn,15-74,SysselsatteArb,2011,Stord,9228,54,12,2329,174,575,1132,315,289,159,55,467,158,410,806,2063,204,26
4614,Begge Kjønn,15-74,SysselsatteArb,2012,Stord,9354,57,0,2401,176,580,1105,324,289,148,60,521,211,419,763,2077,197,26
4614,Begge Kjønn,15-74,SysselsatteArb,2013,Stord,9685,55,0,2628,167,573,1146,322,366,146,63,545,207,397,798,2038,202,32
4614,Begge Kjønn,15-74,SysselsatteArb,2014,Stord,9938,55,0,2794,169,628,1178,333,423,138,58,516,217,401,807,1986,197,38
4614,Begge Kjønn,15-74,SysselsatteArb,2015,Stord,9656,49,0,2672,151,663,1090,312,323,120,63,479,198,392,787,2047,225,85
4614,Begge Kjønn,15-74,SysselsatteArb,2016,Stord,9188,50,0,2269,115,630,1080,292,294,109,47,498,155,389,820,2162,208,70
4614,Begge Kjønn,15-74,SysselsatteArb,2017,Stord,9409,52,0,2251,114,684,1069,348,347,114,45,523,207,398,797,2163,238,59
4614,Begge Kjønn,15-74,SysselsatteArb,2018,Stord,9462,46,0,2295,122,644,1074,349,339,106,42,554,212,416,787,2201,229,46
4614,Begge Kjønn,15-74,SysselsatteArb,2019,Stord,9456,42,0,2355,130,642,1073,352,390,103,40,496,233,368,774,2183,224,51
4615,Begge Kjønn,15-74,SysselsatteArb,2008,Fitjar,1147,69,3,142,31,184,108,46,18,3,3,127,21,47,124,193,18,10
4615,Begge Kjønn,15-74,SysselsatteArb,2009,Fitjar,1155,78,0,152,38,178,98,38,26,0,6,114,18,45,122,216,19,7
4615,Begge Kjønn,15-74,SysselsatteArb,2010,Fitjar,1189,78,3,158,39,181,97,44,27,0,3,111,23,39,140,219,18,9
4615,Begge Kjønn,15-74,SysselsatteArb,2011,Fitjar,1234,83,3,163,42,180,103,42,27,0,3,119,25,46,132,228,24,14
4615,Begge Kjønn,15-74,SysselsatteArb,2012,Fitjar,1237,79,3,168,47,175,97,46,24,0,3,113,29,45,133,236,27,12
4615,Begge Kjønn,15-74,SysselsatteArb,2013,Fitjar,1259,79,0,179,38,170,97,47,25,0,3,124,25,50,140,248,28,6
4615,Begge Kjønn,15-74,SysselsatteArb,2014,Fitjar,1256,78,3,158,35,176,91,52,24,0,0,132,34,50,136,258,20,9
4615,Begge Kjønn,15-74,SysselsatteArb,2015,Fitjar,1202,97,3,144,35,175,89,54,16,0,3,104,15,43,138,246,25,15
4615,Begge Kjønn,15-74,SysselsatteArb,2016,Fitjar,1240,106,3,143,36,201,101,45,24,0,0,77,22,44,143,254,22,19
4615,Begge Kjønn,15-74,SysselsatteArb,2017,Fitjar,1204,116,0,162,37,192,83,47,23,0,0,38,22,38,129,287,18,12
4615,Begge Kjønn,15-74,SysselsatteArb,2018,Fitjar,1165,118,0,195,33,160,81,40,25,0,0,34,20,40,129,262,16,12
4615,Begge Kjønn,15-74,SysselsatteArb,2019,Fitjar,1104,114,3,139,27,159,80,53,18,0,0,40,16,32,123,273,15,12
4616,Begge Kjønn,15-74,SysselsatteArb,2008,Tysnes,990,141,0,88,16,79,106,87,12,9,19,15,10,51,84,250,14,9
4616,Begge Kjønn,15-74,SysselsatteArb,2009,Tysnes,989,135,0,99,17,83,105,80,6,12,15,20,10,61,86,241,13,6
4616,Begge Kjønn,15-74,SysselsatteArb,2010,Tysnes,1063,141,0,134,18,87,110,80,13,19,14,23,17,52,89,246,11,9
4616,Begge Kjønn,15-74,SysselsatteArb,2011,Tysnes,1078,146,0,145,23,97,92,90,9,14,13,18,17,53,81,261,13,6
4616,Begge Kjønn,15-74,SysselsatteArb,2012,Tysnes,1067,133,0,146,22,92,95,78,6,14,13,22,26,58,81,257,15,9
4616,Begge Kjønn,15-74,SysselsatteArb,2013,Tysnes,1093,147,0,141,26,102,91,78,6,12,13,27,31,58,72,261,22,6
4616,Begge Kjønn,15-74,SysselsatteArb,2014,Tysnes,1099,151,0,146,25,103,103,77,9,15,16,25,32,55,71,243,19,9
4616,Begge Kjønn,15-74,SysselsatteArb,2015,Tysnes,1124,166,0,136,22,112,90,73,12,12,17,27,41,56,74,247,21,18
4616,Begge Kjønn,15-74,SysselsatteArb,2016,Tysnes,1162,183,0,146,25,100,96,71,15,15,14,33,47,52,80,253,23,9
4616,Begge Kjønn,15-74,SysselsatteArb,2017,Tysnes,1139,186,0,129,22,114,88,62,13,15,11,31,45,50,85,249,27,12
4616,Begge Kjønn,15-74,SysselsatteArb,2018,Tysnes,1149,224,0,127,18,118,100,70,12,12,14,30,18,46,78,248,22,12
4616,Begge Kjønn,15-74,SysselsatteArb,2019,Tysnes,1155,223,0,121,21,112,93,70,12,16,10,33,28,45,74,263,28,6
4617,Begge Kjønn,15-74,SysselsatteArb,2008,Kvinnherad,6084,470,3,1316,99,444,655,314,114,40,80,139,113,213,469,1423,161,31
4617,Begge Kjønn,15-74,SysselsatteArb,2009,Kvinnherad,6021,474,6,1231,103,449,657,280,115,40,68,137,157,235,481,1413,147,28
4617,Begge Kjønn,15-74,SysselsatteArb,2010,Kvinnherad,5954,477,6,1061,104,460,725,270,125,43,67,136,151,235,488,1419,155,32
4617,Begge Kjønn,15-74,SysselsatteArb,2011,Kvinnherad,6029,506,6,1043,106,464,739,257,117,41,50,150,150,253,486,1462,171,28
4617,Begge Kjønn,15-74,SysselsatteArb,2012,Kvinnherad,5746,442,6,1124,107,416,652,199,97,57,41,160,107,239,464,1460,153,22
4617,Begge Kjønn,15-74,SysselsatteArb,2013,Kvinnherad,5737,450,6,1029,107,419,718,200,113,56,29,176,121,246,484,1403,145,35
4617,Begge Kjønn,15-74,SysselsatteArb,2014,Kvinnherad,5792,453,9,967,111,463,731,270,119,50,28,163,109,263,481,1405,147,23
4617,Begge Kjønn,15-74,SysselsatteArb,2015,Kvinnherad,5555,366,7,829,114,440,701,236,109,58,24,168,89,242,479,1489,139,65
4617,Begge Kjønn,15-74,SysselsatteArb,2016,Kvinnherad,5493,383,13,765,111,453,682,185,115,60,18,155,110,239,467,1537,134,66
4617,Begge Kjønn,15-74,SysselsatteArb,2017,Kvinnherad,5472,404,9,762,115,454,676,235,117,64,22,174,94,249,469,1442,135,51
4617,Begge Kjønn,15-74,SysselsatteArb,2018,Kvinnherad,5622,405,9,946,108,494,567,253,113,68,20,176,154,176,460,1475,145,53
4617,Begge Kjønn,15-74,SysselsatteArb,2019,Kvinnherad,5749,393,9,974,79,560,560,236,123,67,13,187,155,195,483,1525,142,48
