knr,Kjonn,Alder,ContentsCode,aar,knavn,Alle Næringer,"Jordbruk, Skogbrug og Fiske",Bergverksdrift og Utvinning,Industri,"Elektrisitet, Vann og Renovasjon",Bygge- og Anleggsvirksomhet,"Varehandel, Reperasjon av Motorvogner",Transport og Lagring,Overnattings- og Servicevirksomhet,Informasjon og Kommunikasjon,Finansiering og Forsikring,"Teknisk Tjenesteyting, Eiendomsdrift",Forretningsmessig Tjenesteyting,"Off.Adm, Forsvar, Sosialforsikring",Undervisning,Helse- og Sosialtjenester,Personlig Tjenesteyting,Uoppgitt
4615,Begge Kjønn,15-74,Sysselsatte,2013,Fitjar,1600,71,55,276,32,168,173,91,42,14,9,117,52,46,119,295,34,6
4615,Begge Kjønn,15-74,Sysselsatte,2014,Fitjar,1625,74,57,283,29,185,160,106,42,15,9,117,53,52,115,291,31,6
4615,Begge Kjønn,15-74,Sysselsatte,2015,Fitjar,1575,82,53,288,26,198,153,98,32,12,6,99,32,49,117,277,35,18
4615,Begge Kjønn,15-74,Sysselsatte,2016,Fitjar,1596,89,48,266,28,212,159,92,43,11,9,96,35,54,113,291,34,16
4615,Begge Kjønn,15-74,Sysselsatte,2017,Fitjar,1574,100,47,277,32,207,145,84,33,16,6,90,37,46,107,308,27,12
4615,Begge Kjønn,15-74,Sysselsatte,2018,Fitjar,1571,104,50,289,31,190,135,83,36,17,9,92,34,47,110,308,27,9
4615,Begge Kjønn,15-74,Sysselsatte,2019,Fitjar,1592,112,57,270,29,185,141,95,36,21,7,93,47,37,109,318,23,12
4616,Begge Kjønn,15-74,Sysselsatte,2008,Tysnes,1414,133,89,165,19,111,149,136,18,20,21,30,35,57,104,288,30,9
4616,Begge Kjønn,15-74,Sysselsatte,2009,Tysnes,1394,125,89,165,20,109,146,127,17,19,21,31,34,65,110,281,26,9
4616,Begge Kjønn,15-74,Sysselsatte,2010,Tysnes,1362,126,93,145,18,113,142,121,19,23,17,31,31,61,105,281,27,9
4616,Begge Kjønn,15-74,Sysselsatte,2011,Tysnes,1360,129,88,154,23,121,130,119,12,23,16,28,32,56,100,300,23,6
4616,Begge Kjønn,15-74,Sysselsatte,2012,Tysnes,1334,116,89,150,21,118,129,118,9,15,19,32,36,60,97,291,25,9
4616,Begge Kjønn,15-74,Sysselsatte,2013,Tysnes,1337,119,88,136,24,128,120,122,12,15,21,39,35,62,91,288,28,9
4616,Begge Kjønn,15-74,Sysselsatte,2014,Tysnes,1347,122,90,154,23,129,128,119,12,20,20,35,36,59,94,273,24,9
4616,Begge Kjønn,15-74,Sysselsatte,2015,Tysnes,1343,135,81,139,22,137,117,106,15,18,22,41,42,55,93,278,26,16
4616,Begge Kjønn,15-74,Sysselsatte,2016,Tysnes,1352,144,71,142,23,132,127,105,21,17,18,41,39,51,97,292,26,6
4616,Begge Kjønn,15-74,Sysselsatte,2017,Tysnes,1346,156,74,131,22,140,114,98,15,14,15,41,37,60,99,286,32,12
4616,Begge Kjønn,15-74,Sysselsatte,2018,Tysnes,1370,173,77,136,21,136,119,104,12,15,15,37,40,56,93,296,27,13
4616,Begge Kjønn,15-74,Sysselsatte,2019,Tysnes,1369,166,83,132,23,128,110,103,16,17,14,45,41,52,90,298,39,12
4617,Begge Kjønn,15-74,Sysselsatte,2008,Kvinnherad,6769,401,152,1425,114,533,731,339,163,57,74,209,107,243,489,1517,182,33
4617,Begge Kjønn,15-74,Sysselsatte,2009,Kvinnherad,6679,379,157,1330,121,557,734,334,165,51,70,193,130,263,499,1500,164,32
4617,Begge Kjønn,15-74,Sysselsatte,2010,Kvinnherad,6599,363,205,1149,124,554,796,332,156,56,71,198,116,260,513,1499,167,40
4617,Begge Kjønn,15-74,Sysselsatte,2011,Kvinnherad,6601,372,213,1102,123,550,811,321,133,52,61,210,109,287,501,1553,174,29
4617,Begge Kjønn,15-74,Sysselsatte,2012,Kvinnherad,6519,345,231,1203,115,535,730,254,123,69,52,223,146,267,497,1542,160,27
4617,Begge Kjønn,15-74,Sysselsatte,2013,Kvinnherad,6485,338,239,1124,113,528,767,258,140,66,47,245,155,282,519,1481,149,34
4617,Begge Kjønn,15-74,Sysselsatte,2014,Kvinnherad,6494,331,238,1079,116,543,786,315,142,60,44,231,140,297,509,1482,156,25
4617,Begge Kjønn,15-74,Sysselsatte,2015,Kvinnherad,6300,338,219,905,141,536,760,282,118,63,41,218,135,273,508,1546,152,65
4617,Begge Kjønn,15-74,Sysselsatte,2016,Kvinnherad,6190,356,195,855,132,536,736,231,132,62,30,209,148,271,489,1594,145,69
4617,Begge Kjønn,15-74,Sysselsatte,2017,Kvinnherad,6282,371,199,854,133,565,748,266,147,64,26,234,169,279,493,1526,153,55
4617,Begge Kjønn,15-74,Sysselsatte,2018,Kvinnherad,6337,365,206,1029,104,591,637,293,145,74,31,226,208,207,481,1531,156,53
4617,Begge Kjønn,15-74,Sysselsatte,2019,Kvinnherad,6417,366,228,1040,102,594,619,289,147,71,26,228,200,225,495,1580,157,50
